Keyword,Position,Previous Position,Search Volume,Keyword Difficulty Index,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp
"longhaired kittens","77","0","20","75.55","0.00","http://www.whiskas.com/CatsCorner/Article/Choosing-Your-Cat","0.00","0.00","0.24","666000","0.50,1.00,0.50,1.00,1.00,0.50,0.50,1.00,1.00,1.00,1.00,1.00","1466878833"
"what do female cats do when they are in heat","60","35","30","81.17","0.00","http://www.whiskas.com/CatsCorner/Article/Cats-In-Heat","0.00","0.00","0.04","575000","0.60,0.20,0.60,0.60,0.40,0.20,0.60,0.80,0.40,0.40,0.80,1.00","1470319330"
"cat food urinary","70","75","70","74.53","1.69","http://www.whiskas.com/CatsCorner/Article/Urinary-Tract-Diseases-FLUTD","0.00","0.00","1.00","740000","0.45,0.45,0.45,0.64,0.64,0.82,0.82,0.64,0.64,0.64,1.00,0.82","1469516751"
"taby kitten","77","87","10","89.05","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.02","457000","1.00,1.00,0.50,1.00,0.50,1.00,1.00,1.00,0.50,0.50,0.50,1.00","1467629935"
"what age do kittens eat solid food","17","23","30","83.76","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.35","141000","0.29,1.00,0.57,0.71,0.29,0.14,0.14,0.29,0.14,0.14,0.14,0.14","1470325812"
"female tabby kitten names","98","97","20","66.67","0.01","http://www.whiskas.com/CatsCorner/Article/whats-in-a-name","0.00","0.00","0.20","130000","0.33,0.33,1.00,1.00,1.00,1.00,0.67,0.67,0.33,0.33,0.33,0.33","1466840116"
"product of turkey","35","0","10","71.06","0.00","http://www.whiskas.com/Products/Product/turkey-gravy-cuts","0.00","0.00","0.00","94400000","0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33","1467637360"
"cat food pictures","63","56","30","81.19","0.00","http://www.whiskas.com/","0.00","0.00","0.34","15100000","1.00,0.80,0.80,0.80,0.40,0.40,0.60,0.60,0.60,1.00,0.80,0.40","1470426558"
"how to train a cat on a leash","89","0","30","78.41","0.00","http://www.whiskas.com/CatsCorner/Article/Training-Your-Cat","0.00","0.00","0.01","436000","1.00,0.67,0.67,0.67,1.00,1.00,1.00,0.67,1.00,0.67,0.67,1.00","1470419697"
"i think my cat is pregnant","55","0","90","78.47","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.00","3730000","1.00,1.00,0.36,0.50,0.64,0.64,0.50,0.50,0.50,0.64,0.64,0.79","1468632786"
"snapper fish nutrition","34","34","50","79.19","2.46","http://www.whiskas.com/Products/Product/snapper","0.00","0.00","0.04","382000","0.71,1.00,0.71,0.71,0.57,1.00,0.57,0.57,0.71,0.71,1.00,1.00","1469662911"
"filet migñon","89","0","10","94.57","0.00","http://www.whiskas.com/Products/Product/filet-mignon-meaty-juices","0.00","0.00","0.10","39500000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1467758577"
"what does kittens eat","41","26","30","78.58","11.64","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.82","674000","0.20,0.80,1.00,1.00,0.60,0.80,0.60,1.00,0.60,0.40,0.20,0.40","1469916304"
"do cats clean themselves","23","24","40","85.76","0.00","http://www.whiskas.com/CatsCorner/Article/Clean-Cats-Happy-Cats","0.00","0.00","0.01","18500000","0.80,0.80,0.40,0.80,0.60,0.60,0.80,0.80,1.00,0.80,0.80,1.00","1459855443"
"cat names for two cats","79","0","10","71.38","0.00","http://www.whiskas.com/CatsCorner/Article/Choosing-Your-Cats-Name","0.00","0.00","0.00","1190000","0.25,0.25,0.50,0.50,0.50,1.00,0.25,0.25,0.25,0.25,0.25,0.00","1468377528"
"kittens care and feeding","83","90","20","76.20","7.70","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.57","620000","0.25,0.50,1.00,1.00,0.50,0.50,0.25,0.50,1.00,0.25,0.25,0.25","1466872686"
"whiskas temptation","23","18","10","79.73","3.48","http://www.whiskas.com/Home/Faqs","0.00","0.00","1.00","28000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1456740472"
"when to feed kittens cat food","65","0","30","75.34","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.32","943000","0.71,0.29,1.00,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.29","1470355548"
"go cat kitten food","72","65","10","72.35","5.44","http://www.whiskas.com/","0.00","0.00","0.36","588000","0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00","1466850288"
"kitten and mother cat","88","0","20","83.11","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.00","5020000","1.00,1.00,0.67,0.67,1.00,1.00,1.00,0.33,0.33,0.33,0.33,0.33","1469234871"
"urinary tract infection cats symptoms","75","0","20","82.41","0.00","http://www.whiskas.com/CatsCorner/Article/Urinary-Tract-Diseases-FLUTD","0.00","0.00","0.29","541000","0.50,0.75,0.75,0.25,0.50,1.00,1.00,0.25,0.50,0.25,0.75,0.50","1466959733"
"cat kidney food","36","36","70","72.64","3.47","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kidney-Failure","0.00","0.00","1.00","1490000","0.78,0.44,0.56,0.44,1.00,0.78,0.78,0.78,1.00,0.78,0.78,0.78","1469502450"
"how much should you feed your cat","42","94","90","74.39","5.30","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.09","18800000","0.64,0.50,0.36,0.36,0.50,0.50,0.36,0.50,0.64,1.00,0.79,0.64","1467986466"
"weaning bottle fed kittens","58","54","20","79.92","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.00","13000","0.14,0.43,1.00,0.71,0.43,0.57,0.29,0.14,0.14,0.14,0.14,0.14","1465638394"
"how much to feed a 1 year old cat","31","36","30","78.57","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.02","29000000","0.50,0.50,1.00,0.75,0.50,0.75,0.50,0.25,0.50,0.50,0.75,0.75","1470448065"
"cat milk substitute","25","17","10","71.80","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.09","691000","0.50,0.50,0.50,1.00,1.00,1.00,1.00,1.00,0.50,0.50,0.50,0.50","1468180956"
"feline kidney disease food","66","76","20","71.63","2.90","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kidney-Failure","0.00","0.00","1.00","188000","0.33,0.67,0.67,0.67,0.33,0.33,1.00,0.33,0.33,0.67,0.67,0.33","1470553755"
"struvite stone","31","33","210","0.00","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Struvite-Stones","0.00","0.00","0.00","114000","1.00,1.00,1.00,0.81,0.81,0.81,0.81,1.00,1.00,0.81,0.81,1.00","1469011494"
"soft dry food for cats","69","68","70","83.20","5.26","http://www.whiskas.com/","0.00","0.00","1.00","2740000","0.56,0.44,0.56,1.00,0.78,0.44,0.78,1.00,0.56,0.78,0.78,0.78","1469500280"
"cat lost appetite","27","53","70","73.62","0.11","http://www.whiskas.com/CatsCorner/Article/Caring-After-Illness-or-Surgery","0.00","0.00","0.06","634000","0.56,0.56,0.56,0.78,0.78,0.56,0.56,0.78,0.56,0.78,1.00,0.78","1469541409"
"cat food trays","15","0","20","77.93","0.00","http://www.whiskas.com/Products/Product/roasted-chicken-meaty-juices","0.00","0.00","1.00","1190000","0.25,0.25,0.50,0.50,0.50,0.25,1.00,0.25,0.50,0.50,0.50,0.25","1466804523"
"one week old kittens","74","84","140","74.79","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.05","1810000","0.65,0.81,1.00,0.65,0.81,0.81,0.81,0.42,0.27,0.08,0.12,0.27","1467768490"
"what can you give a cat with diarrhea","100","0","20","79.74","0.95","http://www.whiskas.com/CatsCorner/Article/Caring-for-Acute-Diarrhea","0.00","0.00","0.78","738000","0.67,0.67,1.00,0.67,0.67,0.67,0.67,1.00,1.00,1.00,1.00,0.33","1466969874"
"how to tell how pregnant a cat is","48","39","30","83.06","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.01","19500000","0.22,1.00,0.78,0.22,0.11,0.22,0.11,0.11,0.22,0.22,0.44,0.78","1470338579"
"can a kitten eat cat food","22","16","30","78.00","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.07","4540000","0.14,0.14,0.43,0.57,1.00,1.00,0.57,0.57,0.43,0.14,0.14,0.14","1470335815"
"cat is in heat","50","46","90","82.77","0.00","http://www.whiskas.com/CatsCorner/Article/Cats-In-Heat","0.00","0.00","0.01","88200000","0.67,0.52,0.33,0.24,0.33,0.19,0.24,0.24,0.43,0.67,1.00,0.81","1468640684"
"feeding 8 week old kittens","21","30","10","78.19","6.80","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.17","347000","0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50","1456721945"
"feed cat milk","67","69","10","75.72","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.34","19100000","0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,1.00,0.50,1.00,0.50","1466839943"
"what food do kittens eat","25","23","20","77.50","10.32","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.49","3660000","0.33,0.67,0.67,1.00,1.00,0.67,0.67,0.67,0.33,0.33,0.33,0.33","1469188696"
"4 week old kitten food","91","0","40","74.32","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.70","3410000","0.11,0.44,0.78,0.78,0.44,0.33,0.78,1.00,0.44,0.22,0.11,0.22","1469844301"
"how to know your cats pregnant","24","29","10","78.03","4.18","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.15","1020000","0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50","1466861682"
"urinary tract disease in cats","66","56","40","81.40","0.27","http://www.whiskas.com/CatsCorner/Article/Urinary-Tract-Diseases-FLUTD","0.00","0.00","0.75","572000","0.60,0.20,0.20,0.60,1.00,1.00,0.40,1.00,1.00,1.00,0.60,0.60","1469826926"
"kidney failure in cats symptoms","74","72","210","72.95","1.21","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kidney-Failure","0.00","0.00","0.39","827000","0.29,0.29,0.29,0.29,0.29,0.29,0.44,0.35,0.35,0.44,0.81,1.00","1469449785"
"what should you feed cats","99","91","10","77.45","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.17","31400000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1467420083"
"food with gravy","84","0","10","84.23","0.00","http://www.whiskas.com/Products/Product/beef-in-gravy","0.00","0.00","0.01","33900000","0.50,0.50,0.50,1.00,1.00,0.50,0.50,1.00,1.00,0.50,1.00,1.00","1467045839"
"what to do if your cat dies","44","48","50","0.00","0.00","http://www.whiskas.com/CatsCorner/Article/Saying-Goodbye","0.00","0.00","0.01","24600000","0.57,0.57,0.57,1.00,1.00,0.71,0.71,0.71,0.71,0.71,0.71,0.57","1469739271"
"how much food should my cat eat","96","45","90","78.41","2.37","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.16","2130000","0.64,0.50,0.50,0.50,1.00,1.00,0.64,0.50,0.36,0.50,0.79,0.36","1467991030"
"when should kittens be weaned","27","39","140","81.53","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.01","286000","0.10,0.36,0.67,1.00,0.82,0.54,0.18,0.18,0.23,0.23,0.18,0.13","1467795279"
"cats deep sleep","10","10","10","74.08","0.00","http://www.whiskas.com/CatsCorner/Article/Sleep","0.00","0.00","0.02","2930000","1.00,0.50,1.00,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,1.00","1467156702"
"cat can t urinate","89","100","50","73.25","0.02","http://www.whiskas.com/CatsCorner/Article/Urinary-Tract-Diseases-FLUTD","0.00","0.00","0.15","398000","0.43,0.71,0.57,0.57,0.57,0.57,0.71,0.57,0.71,1.00,1.00,1.00","1469704386"
"what did house cats evolve from","72","0","40","83.09","0.00","http://www.whiskas.com/CatsCorner/Article/The-Domestication-of-Cats","0.00","0.00","0.01","473000","0.43,0.57,0.43,0.57,0.57,0.57,0.57,0.57,1.00,0.57,0.43,0.71","1469480179"
"how much food should cats eat","49","68","50","76.68","0.43","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.14","1790000","0.44,0.33,0.44,0.44,0.56,0.56,0.33,0.44,0.78,0.78,1.00,0.56","1469695670"
"how to get a cat pregnant","53","49","20","79.43","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.05","31200000","0.67,0.67,0.33,0.67,1.00,0.67,0.33,0.33,1.00,0.33,0.33,1.00","1466861260"
"what to feed a pregnant cat","51","60","70","73.63","0.99","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.10","3010000","0.79,1.00,0.50,0.50,0.64,0.50,0.36,0.21,0.21,0.29,0.29,0.50","1469522503"
"kitten in new home","76","0","10","77.07","0.00","http://www.whiskas.com/CatsCorner/Article/bringing-your-new-kitten-home","0.00","0.00","0.08","2880000","0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50","1469048843"
"cat appetite loss","80","89","20","71.59","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-After-Illness-or-Surgery","0.00","0.00","0.07","618000","0.33,0.67,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.67,1.00,0.67","1470760873"
"pregnant cat","87","80","4400","77.95","2.81","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.10","45600000","1.00,0.82,0.67,0.67,0.67,0.67,0.55,0.44,0.55,0.55,0.67,0.82","1471606542"
"amount of food to feed a cat","86","0","20","0.00","2.98","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.52","23000000","0.25,0.25,0.25,0.25,0.25,0.25,0.50,1.00,1.00,0.75,0.50,0.25","1469188757"
"saying goodbye to your pet","18","18","30","81.42","2.14","http://www.whiskas.com/CatsCorner/Article/Saying-Goodbye","0.00","0.00","0.21","739000","1.00,1.00,1.00,0.67,1.00,1.00,0.67,1.00,1.00,0.33,1.00,0.67","1469066018"
"feline kidney failure diet","64","0","20","0.00","0.77","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kidney-Failure","0.00","0.00","0.71","173000","0.67,0.33,0.67,0.33,1.00,0.67,0.67,0.33,0.67,0.67,0.33,0.33","1469188111"
"pet food brand logos","33","0","10","0.00","0.00","http://www.whiskas.com/","0.00","0.00","0.03","31900000","0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50","1452799090"
"what do kitties eat","44","35","50","79.28","0.35","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.11","8620000","0.22,0.56,1.00,0.78,0.56,0.33,0.56,0.56,0.56,0.56,0.33,0.11","1469697171"
"need exercise","72","34","10","88.23","0.00","http://www.whiskas.com/CatsCorner/Article/Cats-Need-Exercise-Too","0.00","0.00","0.25","453000000","0.33,0.33,0.33,0.67,0.33,0.33,0.67,0.33,0.33,0.33,1.00,0.33","1467204429"
"at what age do kittens eat solid food","23","23","30","83.21","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.40","144000","0.29,1.00,0.57,0.14,0.43,0.71,0.43,0.57,0.29,0.14,0.14,0.14","1469066037"
"at what age do kittens eat solid food","22","21","30","83.21","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.40","144000","0.29,1.00,0.57,0.14,0.43,0.71,0.43,0.57,0.29,0.14,0.14,0.14","1469066037"
"cat portion","66","52","10","67.71","0.00","http://www.whiskas.com/Home/Faqs","0.00","0.00","0.06","118000000","1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00","1456970739"
"babies and cats dangers","77","90","30","86.36","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.00","448000","1.00,1.00,0.80,0.40,0.20,0.60,0.40,0.40,0.40,0.80,0.40,0.20","1470434073"
"catfood","81","80","590","83.67","5.82","http://www.whiskas.com/","0.00","0.00","0.70","21200000","1.00,0.81,1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00","1469585192"
"dry cat food coupons","60","63","70","77.51","7.86","http://www.whiskas.com/","0.00","0.00","1.00","2700000","0.64,0.36,0.45,0.36,0.64,0.82,0.82,0.64,0.64,0.64,1.00,0.64","1469499173"
"names for tabby cats female","96","0","20","68.72","0.99","http://www.whiskas.com/CatsCorner/Article/whats-in-a-name","0.00","0.00","0.15","251000","0.33,0.67,0.67,0.67,0.67,0.67,0.67,1.00,0.67,0.33,0.67,0.67","1470625321"
"cat diarreha","60","61","10","80.12","3.54","http://www.whiskas.com/CatsCorner/Article/Caring-for-Acute-Diarrhea","0.00","0.00","0.51","730000","0.50,0.50,0.50,0.50,0.50,1.00,0.50,1.00,1.00,1.00,1.00,1.00","1466803714"
"urethral diseases","82","95","20","90.78","0.00","http://www.whiskas.com/CatsCorner/Article/Urinary-Tract-Diseases-FLUTD","0.00","0.00","0.08","626000","0.50,0.50,0.75,0.50,0.25,0.25,0.25,0.25,0.50,0.50,0.75,1.00","1466959675"
"caring for senior cats","68","93","20","74.72","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Older-Cats","0.00","0.00","0.41","522000","0.50,0.25,0.50,0.75,1.00,0.75,0.25,0.75,0.25,0.25,0.50,0.25","1470763798"
"cat diarreah","58","71","40","77.85","0.99","http://www.whiskas.com/CatsCorner/Article/Caring-for-Acute-Diarrhea","0.00","0.00","0.38","683000","0.60,0.60,0.80,0.80,1.00,1.00,0.80,1.00,0.80,1.00,0.80,0.80","1469795993"
"how to clean cats eyes","88","0","110","82.68","1.09","http://www.whiskas.com/CatsCorner/Article/Clean-Cats-Happy-Cats","0.00","0.00","0.04","13700000","0.64,0.50,0.79,1.00,1.00,0.79,0.79,0.64,0.79,0.64,0.79,0.64","1467838034"
"cats food allergies","83","0","10","77.43","10.46","http://www.whiskas.com/CatsCorner/Article/Caring-for-Food-Sensitivities","0.00","0.00","0.97","1570000","0.50,1.00,0.50,0.50,1.00,0.50,0.50,0.50,1.00,0.50,0.50,1.00","1466803910"
"when do kittens start eating cat food","20","24","70","81.66","0.02","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.04","2570000","1.00,1.00,0.41,0.29,0.18,1.00,0.24,0.18,0.24,0.06,0.24,0.29","1469607957"
"best food for kittens dry","60","0","10","0.00","0.00","http://www.whiskas.com/Products/Product/kitten","0.00","0.00","1.00","1810000","0.25,0.00,0.25,0.25,0.25,0.50,1.00,1.00,0.25,0.25,0.25,0.25","1468403482"
"cat jealous","54","78","20","86.93","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.00","16300000","0.67,0.67,0.33,0.67,0.67,1.00,1.00,1.00,0.67,0.67,0.67,1.00","1470798184"
"cat jealousy","50","62","110","79.37","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.00","751000","1.00,0.82,1.00,0.82,1.00,1.00,0.82,1.00,1.00,1.00,0.82,0.82","1467977945"
"how to prevent kidney disease in cats","99","94","30","71.67","3.40","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kidney-Failure","0.00","0.00","0.29","770000","0.40,0.40,0.60,0.40,0.40,0.60,0.80,0.80,1.00,0.60,0.80,0.60","1469908970"
"can cats get pregnant while nursing","26","35","90","60.71","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.00","1560000","0.53,1.00,0.65,0.18,0.29,0.82,0.82,0.41,0.29,0.18,0.18,0.29","1468633268"
"one syllable cat names","26","0","50","0.00","1.27","http://www.whiskas.com/CatsCorner/Article/whats-in-a-name","0.00","0.00","0.14","50000","0.57,0.43,0.71,0.71,1.00,1.00,0.71,1.00,0.71,0.57,0.57,0.29","1469673166"
"how to help a cat in heat","99","0","480","81.08","0.97","http://www.whiskas.com/CatsCorner/Article/Cats-In-Heat","0.00","0.00","0.03","48400000","0.67,0.55,0.44,0.36,0.30,0.30,0.30,0.24,0.36,0.67,1.00,0.82","1468435612"
"how much do you feed a cat","77","0","320","76.42","1.43","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.14","79100000","0.67,0.67,0.54,0.54,0.67,0.67,0.54,0.67,0.81,0.81,1.00,0.67","1468547864"
"convalescing","62","48","5400","93.01","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-After-Illness-or-Surgery","0.00","0.00","0.00","1120000","0.82,0.82,0.82,0.67,0.82,0.82,0.82,0.82,0.67,0.67,1.00,1.00","1471543638"
"cat no appetite","47","40","40","76.04","2.42","http://www.whiskas.com/CatsCorner/Article/Caring-After-Illness-or-Surgery","0.00","0.00","0.03","1580000","1.00,0.57,0.43,0.71,0.57,0.71,0.57,0.71,0.57,0.71,0.57,0.43","1469754856"
"worming your cat","47","60","10","71.69","0.66","http://www.whiskas.com/CatsCorner/Article/Worming","0.00","0.00","0.57","251000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1466975537"
"temptation cat treats coupons","77","81","30","73.29","3.28","http://www.whiskas.com/","0.00","0.00","0.88","5000","0.56,0.11,0.11,0.11,0.22,0.22,0.11,0.33,0.56,1.00,0.78,0.22","1469909335"
"dry skin in cats symptoms","84","0","20","73.23","0.26","http://www.whiskas.com/CatsCorner/Article/Caring-for-Food-Sensitivities","0.00","0.00","0.45","979000","0.33,0.33,0.67,0.33,0.67,0.33,0.67,0.33,0.33,0.67,1.00,0.33","1470654052"
"cat toilet training problems","70","59","50","72.62","0.35","http://www.whiskas.com/CatsCorner/Article/House-Training-Your-Cat","0.00","0.00","0.34","552000","0.33,0.33,0.44,0.33,0.44,0.44,0.44,0.44,0.44,1.00,0.78,0.78","1469697401"
